,Angkatan,Jenis Kelamin,Tinggal,Frekuensi Kategori,Jenis,Transaksi,Membantu,Perbandingan_frekuensi,E-Wallet,Alasan,Domisili,Frekuensi,Transportasi,Membeli makanan dan minuman,"Tagihan (Pulsa, Listrik, PAM, dll)",Online Shop / E-Commerce,"Entertainment (Netflix, Spotify, Viu, dll)",Voucher Game,"Berbagi (KitaBisa, Sumbangan Online, dll)",Menghindari uang fisik (Takut tertular virus Covid-19),Terbiasa sejak sebelum pandemi,Tidak bisa keluar rumah untuk mengambil uang di ATM,Penggunaan E-Wallet yang mudah dan praktis,Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet,Sering ada promo dan diskon
190,2019,Wanita,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,2,1,1,0,0,1,0,0,1,1,1,1,1,1
191,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, DANA","Transportasi, Membeli makanan dan minuman, Voucher Game",Ya,Menurun,Gopay,"Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,1,1,0,0,0,1,0,0,0,0,1,0,1
192,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce, Voucher Game",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,1,0,1,0,0,1,0,1,1,1
193,2019,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Menurun,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,5,0,1,1,0,0,0,0,0,1,0,1,0,1
194,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA, Jenius","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,Jenius,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,1,0,0,0,1,0,0,1,0,1
195,2019,Wanita,Bersama keluarga,>7 kali,"Gopay, OVO, Jenius","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,OVO,"Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,10,1,1,0,1,0,0,0,0,0,0,1,0,1
196,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Menurun,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,0,0,1,0,0,0,0,1,1,1,1,0,0
197,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, Jenius","Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Meningkat,Jenius,"Menghindari uang fisik (Takut tertular virus Covid-19), Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,0,0,1,1,1,0,1,0,1,1,0,1
198,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Voucher Game",Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,0,1,1,0,1,0,0,1,0,1,0,1
199,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,DANA,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,0,0,1,1,0,0,0,1,0,1,0,1
200,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA, LinkAja","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Tidak terdampak,LinkAja,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),2,0,1,1,1,0,0,0,0,1,0,1,0,1
201,2019,Wanita,Bersama keluarga,4 - 7 kali,"OVO, Jenius","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,6,1,1,1,0,0,0,0,0,1,1,1,1,1
202,2019,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO, DANA, Jenius","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,7,1,1,0,1,1,0,0,1,1,1,1,1,1
203,2019,Wanita,Bersama keluarga,1 - 3 kali,"Gopay, OVO, Jenius","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,1,1,1,0,1,1,1,0,1,0,1
204,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Menurun,OVO,Terbiasa sejak sebelum pandemi,Luar Pulau Jawa,2,0,1,1,0,0,0,0,0,1,0,0,0,0
205,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Menurun,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,1,0,0,0,0,1,0,1,1,1
206,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA, LinkAja, Jenius",Online Shop / E-Commerce,Ya,Tidak terdampak,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,0,0,1,0,0,0,0,1,0,1,0,1
207,2019,Pria,Bersama keluarga,4 - 7 kali,Gopay,"Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Voucher Game, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,Penggunaan E-Wallet yang mudah dan praktis,Jabodetabek,5,0,1,1,0,0,1,1,0,0,0,1,0,0
208,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,1,0,0,0,0,1,1,0,1,0,1
209,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,2,1,1,1,1,0,0,0,0,1,0,1,1,1
210,2019,Memilih tidak menjawab,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA, Jenius",Membeli makanan dan minuman,Ya,Tidak terdampak,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,0,0,0,0,0,1,0,1,0,1
211,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA, LinkAja","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Voucher Game",Ya,Meningkat,LinkAja,"Menghindari uang fisik (Takut tertular virus Covid-19), Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,1,1,0,1,0,1,0,1,1,0,1
212,2019,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce, Voucher Game",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),6,0,1,0,1,0,1,0,0,1,0,1,0,1
213,2019,Wanita,Bersama keluarga,1 - 3 kali,Gopay,"Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Menurun,Gopay,Penggunaan E-Wallet yang mudah dan praktis,Luar Pulau Jawa,3,0,0,0,0,0,0,1,0,0,0,1,0,0
214,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Membeli makanan dan minuman, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,Gopay,"Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Luar Pulau Jawa,2,0,1,0,0,1,0,0,0,0,1,1,0,1
215,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,Gopay,Terbiasa sejak sebelum pandemi,Jabodetabek,3,1,1,0,1,0,0,1,0,1,0,0,0,0
216,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA",Online Shop / E-Commerce,Ya,Meningkat,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Sering ada promo dan diskon",Jabodetabek,2,0,0,0,1,0,0,0,1,1,1,0,0,1
217,2019,Wanita,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Tidak terdampak,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),2,0,1,1,0,0,0,0,0,1,0,1,0,1
218,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, DANA","Membeli makanan dan minuman, Entertainment (Netflix, Spotify, Viu, dll)",Tidak,Tidak terdampak,Gopay,Terbiasa sejak sebelum pandemi,Jabodetabek,3,0,1,0,0,1,0,0,0,1,0,0,0,0
219,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,0,0,0,1,0,0,1,1,0,1,0,1
220,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Online Shop / E-Commerce, Voucher Game",Ya,Meningkat,ShopeePay,Penggunaan E-Wallet yang mudah dan praktis,Jabodetabek,2,0,0,0,1,0,1,0,0,0,0,1,0,0
221,2019,Pria,Bersama keluarga,1 - 3 kali,DANA,"Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Meningkat,DANA,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),2,0,1,1,1,1,0,0,1,0,0,1,0,1
222,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Sering ada promo dan diskon",Jabodetabek,3,0,1,1,1,0,0,0,0,1,0,0,0,1
223,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,3,0,0,1,1,0,0,0,1,1,1,1,1,1
224,2020,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Tidak terdampak,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,7,1,1,1,0,0,0,0,1,0,0,1,0,1
225,2019,Wanita,Bersama keluarga,1 - 3 kali,"Gopay, DANA","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,Gopay,Terbiasa sejak sebelum pandemi,Jabodetabek,3,1,1,1,1,0,0,0,0,1,0,0,0,0
226,2019,Wanita,Bersama keluarga,1 - 3 kali,Gopay,"Tagihan (Pulsa, Listrik, PAM, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,Gopay,Penggunaan E-Wallet yang mudah dan praktis,Jabodetabek,3,0,0,1,0,0,0,1,0,0,0,1,0,0
227,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,ShopeePay,"Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,2,0,1,1,1,0,0,1,0,1,1,1,1,1
228,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,1,1,0,0,0,0,1,0,1,0,1
229,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Transportasi, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Menurun,Gopay,Penggunaan E-Wallet yang mudah dan praktis,Jabodetabek,3,1,0,1,0,0,0,0,0,0,0,1,0,0
230,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA",Voucher Game,Ya,Meningkat,Gopay,"Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,0,0,0,0,1,0,0,0,0,1,0,1
231,2019,Wanita,Bersama keluarga,1 - 3 kali,"OVO, DANA","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,1,1,0,0,1,0,1,0,1,0,1
232,2019,Pria,Tinggal sendiri (Jauh dari keluarga),4 - 7 kali,"ShopeePay, Gopay, OVO, LinkAja, Jenius","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,Jenius,Penggunaan E-Wallet yang mudah dan praktis,Jabodetabek,5,1,1,0,1,0,0,0,0,0,0,1,0,0
233,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,OVO,"Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Luar Pulau Jawa,2,0,1,0,1,0,0,0,0,0,1,1,0,1
234,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce, Voucher Game",Ya,Tidak terdampak,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,1,0,1,0,1,1,0,1,0,1
235,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA",Membeli makanan dan minuman,Ya,Tidak terdampak,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,0,0,0,0,0,1,0,1,0,1
236,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,ShopeePay,"Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,1,0,0,0,0,0,0,1,0,1
237,2019,Pria,Bersama keluarga,>7 kali,"Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,8,0,1,0,1,0,0,0,1,1,0,1,0,1
238,2019,Pria,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Tidak terdampak,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,6,0,1,1,1,0,0,0,0,1,0,1,0,1
239,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA, Jenius","Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Menurun,Jenius,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Luar Pulau Jawa,3,0,1,0,1,1,0,0,1,1,1,1,0,1
240,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Membeli makanan dan minuman, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Tidak terdampak,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Pulau Jawa (selain Jabodetabek),2,0,1,0,0,1,1,0,0,1,0,1,0,0
241,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,Membeli makanan dan minuman,Ya,Menurun,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,3,0,1,0,0,0,0,0,1,0,0,1,0,0
242,2019,Pria,Bersama keluarga,1 - 3 kali,Gopay,Membeli makanan dan minuman,Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,0,1,0,0,0,0,0,1,1,0,1,0,1
243,2019,Pria,Bersama keluarga,4 - 7 kali,"ShopeePay, OVO, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Voucher Game",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,5,0,1,0,1,1,1,0,1,1,1,1,0,1
244,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, LinkAja, Trust Wallet, Polkadot Wallet","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Menurun,Gopay,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),2,0,1,1,0,0,0,0,0,1,0,1,0,1
245,2019,Wanita,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Pulau Jawa (selain Jabodetabek),3,0,1,1,1,0,0,1,1,1,1,1,1,1
246,2019,Pria,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, LinkAja","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Meningkat,LinkAja,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,6,0,1,1,0,0,0,0,1,1,0,1,0,1
247,2019,Pria,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, DANA",Online Shop / E-Commerce,Ya,Tidak terdampak,ShopeePay,"Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Luar Pulau Jawa,2,0,0,0,1,0,0,0,0,0,1,1,0,1
248,2019,Wanita,Bersama keluarga,4 - 7 kali,"ShopeePay, Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,6,1,1,0,1,0,0,1,1,0,0,1,0,1
249,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Membeli makanan dan minuman, Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Tidak terdampak,Gopay,"Tidak bisa keluar rumah untuk mengambil uang di ATM, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,1,1,0,0,0,0,1,0,0,1
250,2019,Pria,Bersama keluarga,>7 kali,"ShopeePay, Gopay, OVO, DANA, LinkAja",Bibit,Ya,Tidak terdampak,Gopay,Sering ada promo dan diskon,Jabodetabek,9,0,0,0,0,0,0,0,0,0,0,0,0,1
251,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO, DANA","Tagihan (Pulsa, Listrik, PAM, dll)",Ya,Meningkat,OVO,Sering ada promo dan diskon,Jabodetabek,2,0,0,1,0,0,0,0,0,0,0,0,0,1
252,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce, Voucher Game",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,1,1,0,1,0,1,0,1,1,0,1,0,0
253,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO, LinkAja",Online Shop / E-Commerce,Ya,Meningkat,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM",Jabodetabek,3,0,0,0,1,0,0,0,1,1,1,0,0,0
254,2019,Wanita,Bersama keluarga,>7 kali,"ShopeePay, Gopay, OVO, DANA, LinkAja","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet, Sering ada promo dan diskon",Jabodetabek,8,0,1,1,1,1,0,1,1,1,0,1,1,1
255,2019,Pria,Bersama keluarga,1 - 3 kali,"Gopay, DANA","Membeli makanan dan minuman, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Tidak terdampak,DANA,Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet,Jabodetabek,2,0,1,0,0,1,0,0,0,0,0,0,1,0
256,2019,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll)",Ya,Menurun,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Luar Pulau Jawa,2,0,0,1,1,1,0,0,1,1,0,1,0,1
