,Angkatan,Jenis Kelamin,Tinggal,Frekuensi Kategori,Jenis,Transaksi,Membantu,Perbandingan_frekuensi,E-Wallet,Alasan,Domisili,Frekuensi,Transportasi,Membeli makanan dan minuman,"Tagihan (Pulsa, Listrik, PAM, dll)",Online Shop / E-Commerce,"Entertainment (Netflix, Spotify, Viu, dll)",Voucher Game,"Berbagi (KitaBisa, Sumbangan Online, dll)",Menghindari uang fisik (Takut tertular virus Covid-19),Terbiasa sejak sebelum pandemi,Tidak bisa keluar rumah untuk mengambil uang di ATM,Penggunaan E-Wallet yang mudah dan praktis,Merchant tempat transaksi mewajibkan anda untuk membayar menggunakan E-Wallet,Sering ada promo dan diskon
322,2018,Wanita,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Transportasi, Membeli makanan dan minuman",Ya,Tidak terdampak,Gopay,Sering ada promo dan diskon,Jabodetabek,2,1,1,0,0,0,0,0,0,0,0,0,0,1
323,2018,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, OVO","Transportasi, Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,OVO,"Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,3,1,1,1,1,0,0,0,0,1,0,1,0,1
324,2018,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,0,1,1,1,0,0,0,1,1,0,1,0,0
325,2018,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Transportasi, Membeli makanan dan minuman",Ya,Tidak terdampak,Gopay,"Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,1,1,0,0,0,0,0,0,0,1,1,0,0
326,2018,Pria,Bersama keluarga,4 - 7 kali,"Gopay, OVO, DANA","Transportasi, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce",Ya,Meningkat,DANA,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM",Jabodetabek,6,1,0,1,1,0,0,0,1,1,1,0,0,0
327,2018,Pria,Bersama keluarga,1 - 3 kali,Gopay,"Transportasi, Membeli makanan dan minuman, Online Shop / E-Commerce",Ya,Tidak terdampak,Gopay,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi",Jabodetabek,3,1,1,0,1,0,0,0,1,1,0,0,0,0
328,2017,Wanita,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Terbiasa sejak sebelum pandemi, Tidak bisa keluar rumah untuk mengambil uang di ATM, Penggunaan E-Wallet yang mudah dan praktis",Jabodetabek,2,0,1,1,1,0,0,1,1,1,1,1,0,0
329,2018,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO","Membeli makanan dan minuman, Online Shop / E-Commerce, Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,OVO,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,0,1,0,0,1,1,0,0,1,0,1
330,2018,Pria,Bersama keluarga,1 - 3 kali,"Gopay, OVO",Membeli makanan dan minuman,Ya,Tidak terdampak,OVO,Sering ada promo dan diskon,Jabodetabek,3,0,1,0,0,0,0,0,0,0,0,0,0,1
331,2018,Wanita,Bersama keluarga,1 - 3 kali,"ShopeePay, Gopay, OVO","Membeli makanan dan minuman, Tagihan (Pulsa, Listrik, PAM, dll), Online Shop / E-Commerce, Entertainment (Netflix, Spotify, Viu, dll), Berbagi (KitaBisa, Sumbangan Online, dll)",Ya,Meningkat,ShopeePay,"Menghindari uang fisik (Takut tertular virus Covid-19), Penggunaan E-Wallet yang mudah dan praktis, Sering ada promo dan diskon",Jabodetabek,2,0,1,1,1,1,0,1,1,0,0,1,0,1
